round,step,coins_left
4139,127,0
4140,173,0
4141,131,0
4142,131,0
4143,125,0
4144,132,0
4145,126,0
4146,145,0
4147,139,0
4148,150,0
4149,146,0
4150,138,0
4151,122,0
4152,124,0
4153,140,0
4154,115,0
4155,136,0
4156,132,0
4157,137,0
4158,114,0
4159,129,0
4160,134,0
4161,137,0
4162,130,0
4163,126,0
4164,127,0
4165,121,0
4166,139,0
4167,132,0
4168,124,0
4169,131,0
4170,132,0
4171,140,0
4172,119,0
4173,153,0
4174,136,0
4175,110,0
4176,128,0
4177,141,0
4178,156,0
4179,134,0
4180,133,0
4181,139,0
4182,123,0
4183,134,0
4184,150,0
4185,125,0
4186,137,0
4187,115,0
4188,122,0
4189,126,0
4190,113,0
4191,156,0
4192,130,0
4193,122,0
4194,132,0
4195,128,0
4196,127,0
4197,129,0
4198,132,0
4199,135,0
4200,114,0
4201,116,0
4202,133,0
4203,126,0
4204,178,0
4205,154,0
4206,145,0
4207,140,0
4208,124,0
4209,122,0
4210,130,0
4211,130,0
4212,119,0
4213,141,0
4214,124,0
4215,125,0
4216,134,0
4217,130,0
4218,133,0
4219,133,0
4220,122,0
4221,141,0
4222,129,0
4223,8,48
4224,135,0
4225,149,2
4226,123,0
4227,144,0
4228,130,0
4229,114,0
4230,143,0
4231,127,0
4232,131,0
4233,129,0
4234,140,0
4235,139,0
4236,136,0
4237,139,0
4238,127,0
4239,140,0
4240,131,0
4241,137,0
4242,150,0
4243,141,0
4244,116,0
4245,119,0
4246,128,0
4247,138,0
4248,137,0
4249,134,0
4250,130,0
4251,122,0
4252,114,0
4253,37,34
4254,141,0
4255,134,0
4256,120,0
4257,125,0
4258,126,0
4259,127,0
4260,138,0
4261,123,0
4262,138,0
4263,148,0
4264,132,0
4265,132,0
4266,136,0
4267,140,0
4268,145,0
4269,139,0
4270,135,0
4271,138,0
4272,139,0
4273,148,0
4274,156,0
4275,132,0
4276,140,0
4277,146,0
4278,132,0
4279,136,0
4280,117,0
4281,124,0
4282,122,0
4283,118,0
4284,122,0
4285,65,23
4286,134,0
4287,135,0
4288,138,0
4289,139,0
4290,125,0
4291,117,0
4292,137,0
4293,162,0
4294,113,0
4295,129,0
4296,157,0
4297,128,0
4298,133,0
4299,133,0
4300,140,0
4301,125,0
4302,125,0
4303,127,0
4304,131,0
4305,125,0
4306,111,0
4307,123,0
4308,55,29
4309,122,0
4310,149,0
4311,132,0
4312,129,0
4313,132,0
4314,129,0
4315,4,48
4316,141,0
4317,121,0
4318,61,25
4319,142,0
4320,129,0
4321,135,0
4322,144,0
4323,122,0
4324,133,0
4325,133,0
4326,126,0
4327,125,0
4328,125,0
4329,125,0
4330,140,0
4331,133,0
4332,131,0
4333,138,0
4334,117,0
4335,120,0
4336,132,0
4337,132,0
4338,143,0
4339,133,0
4340,124,0
4341,37,37
4342,117,0
4343,4,49
4344,131,0
4345,132,0
4346,137,0
4347,127,0
4348,118,0
4349,159,0
4350,119,0
4351,120,0
4352,143,0
4353,136,0
4354,131,0
4355,125,0
4356,139,0
4357,129,0
4358,125,0
4359,130,0
4360,121,0
4361,149,0
4362,138,0
4363,137,0
4364,155,0
4365,129,0
4366,143,0
4367,125,0
4368,154,0
4369,127,0
4370,122,0
4371,134,0
4372,71,16
4373,111,9
4374,81,18
4375,144,0
4376,139,0
4377,123,0
4378,140,0
4379,153,0
4380,70,19
4381,153,0
4382,127,0
4383,139,0
4384,178,0
4385,153,0
4386,153,0
4387,155,0
4388,130,0
4389,130,0
4390,155,0
4391,122,0
4392,135,0
4393,116,0
4394,123,0
4395,150,0
4396,140,0
4397,165,0
4398,142,0
4399,128,0
4400,145,0
4401,125,0
4402,149,0
4403,123,0
4404,150,0
4405,148,0
4406,129,0
4407,158,0
4408,204,0
4409,124,0
4410,144,0
4411,110,0
4412,149,0
4413,136,0
4414,128,0
4415,147,0
4416,129,0
4417,135,0
4418,110,0
4419,130,0
4420,107,0
4421,137,0
4422,136,0
4423,143,0
4424,127,0
4425,138,0
4426,140,0
4427,120,0
4428,133,0
4429,120,0
4430,44,30
4431,144,0
4432,141,0
4433,144,0
4434,134,0
4435,119,0
4436,125,0
4437,129,0
4438,146,0
4439,141,0
4440,129,0
4441,133,0
4442,140,0
4443,137,0
4444,130,1
4445,151,0
4446,147,0
4447,110,0
4448,167,0
4449,119,0
4450,134,0
4451,133,0
4452,140,0
4453,135,0
4454,128,0
4455,135,0
4456,133,0
4457,78,16
4458,132,0
4459,148,0
4460,142,0
4461,135,0
4462,137,0
4463,141,0
4464,145,0
4465,139,0
4466,126,0
4467,145,0
4468,145,0
4469,120,0
4470,112,0
4471,136,0
4472,142,0
4473,127,0
4474,125,0
4475,129,0
4476,118,0
4477,125,0
4478,138,0
4479,132,0
4480,132,0
4481,15,44
4482,154,0
4483,139,0
4484,135,0
4485,129,0
4486,154,0
4487,129,0
4488,132,0
4489,145,0
4490,145,0
4491,144,0
4492,142,0
4493,111,0
4494,109,0
4495,124,0
4496,139,0
4497,133,0
4498,112,0
4499,128,0
4500,124,0
4501,146,0
4502,159,0
4503,131,0
4504,119,0
4505,132,0
4506,128,0
4507,142,0
4508,30,34
4509,97,9
4510,117,0
4511,138,0
4512,131,0
4513,55,25
4514,119,0
4515,135,0
4516,68,23
4517,145,0
4518,130,0
4519,122,0
4520,146,0
4521,135,0
4522,131,0
4523,130,0
4524,133,0
4525,137,0
4526,132,0
4527,131,0
4528,148,0
4529,132,0
4530,146,0
4531,140,0
4532,4,48
4533,133,0
4534,141,0
4535,140,0
4536,126,0
4537,120,0
4538,150,0
4539,147,0
4540,38,31
4541,145,0
4542,116,0
4543,113,3
4544,125,1
4545,123,0
4546,132,0
4547,130,0
4548,150,0
4549,142,0
4550,136,0
4551,121,0
4552,143,0
4553,142,0
4554,142,0
4555,136,0
4556,141,0
4557,131,0
4558,120,0
4559,131,0
4560,161,0
4561,130,0
4562,124,0
4563,114,6
4564,141,0
4565,126,0
4566,155,0
4567,136,0
4568,131,0
4569,137,0
4570,122,0
4571,127,0
4572,138,0
4573,131,0
4574,129,0
4575,109,0
4576,152,0
4577,133,0
4578,137,0
4579,112,0
4580,124,0
4581,143,0
4582,130,0
4583,150,0
4584,134,0
4585,115,0
4586,127,0
4587,144,0
4588,149,0
4589,131,0
4590,118,0
4591,83,15
4592,144,0
4593,139,0
4594,129,0
4595,123,0
4596,137,0
4597,5,49
4598,113,4
4599,120,0
4600,124,0
4601,143,0
4602,136,0
4603,112,0
4604,138,0
4605,123,0
4606,131,0
4607,85,16
4608,133,0
4609,137,0
4610,124,0
4611,119,0
4612,145,0
4613,136,0
4614,126,0
4615,131,0
4616,132,0
4617,149,0
4618,127,0
4619,121,0
4620,108,10
4621,151,0
4622,152,0
4623,127,0
4624,129,0
4625,120,0
4626,198,0
4627,122,0
4628,141,0
4629,145,0
4630,136,0
4631,131,0
4632,122,0
4633,134,0
4634,59,25
4635,126,0
4636,129,0
4637,140,0
4638,119,0
4639,123,0
4640,123,0
4641,132,0
4642,119,0
4643,137,0
4644,150,0
4645,104,6
4646,135,0
4647,160,0
4648,147,0
4649,124,0
4650,138,0
4651,14,43
4652,160,0
4653,129,0
4654,147,0
4655,141,0
4656,130,0
4657,157,0
4658,150,0
4659,143,0
4660,124,0
4661,143,0
4662,124,2
4663,135,0
4664,123,0
4665,151,0
4666,151,0
4667,144,0
4668,124,0
4669,153,0
4670,136,0
4671,113,0
4672,139,0
4673,109,0
4674,160,0
4675,155,0
4676,160,0
4677,123,0
4678,109,0
4679,121,0
4680,140,0
4681,158,0
4682,141,0
4683,68,25
4684,186,0
4685,168,0
4686,125,0
4687,140,0
4688,135,0
4689,143,0
4690,156,0
4691,146,0
4692,133,0
4693,166,0
4694,134,0
4695,136,0
4696,131,0
4697,4,48
4698,117,0
4699,142,0
4700,143,0
4701,139,0
4702,133,0
4703,121,0
4704,162,0
4705,133,0
4706,117,0
4707,22,41
4708,122,0
4709,127,0
4710,127,0
4711,145,0
4712,112,0
4713,144,0
4714,122,0
4715,156,0
4716,136,0
4717,124,0
4718,150,0
4719,4,49
4720,122,0
4721,144,0
4722,87,12
4723,135,0
4724,133,0
4725,135,0
4726,4,49
4727,129,0
4728,128,0
4729,123,0
4730,117,0
4731,134,0
4732,136,0
4733,137,0
4734,139,0
4735,125,0
4736,137,0
4737,118,0
4738,143,0
4739,125,0
4740,127,0
4741,136,0
4742,126,0
4743,160,0
4744,135,0
4745,130,0
4746,136,0
4747,140,0
4748,141,0
4749,146,0
4750,126,0
4751,129,0
4752,123,0
4753,135,0
4754,147,0
4755,129,0
4756,137,0
4757,144,0
4758,129,0
4759,142,0
4760,125,0
4761,128,0
4762,124,0
4763,126,0
4764,142,0
4765,135,0
4766,142,0
4767,122,0
4768,132,0
4769,144,0
4770,122,0
4771,144,0
4772,126,0
4773,112,0
4774,136,0
4775,154,0
4776,158,0
4777,141,0
4778,137,0
4779,122,0
4780,127,0
4781,131,0
4782,145,0
4783,125,0
4784,129,0
4785,122,0
4786,121,0
4787,144,0
4788,124,0
4789,120,0
4790,124,0
4791,129,0
4792,130,0
4793,121,0
4794,134,0
4795,128,0
4796,135,0
4797,130,0
4798,122,0
4799,135,0
4800,129,0
4801,127,0
4802,129,0
4803,144,0
4804,130,0
4805,72,24
4806,125,0
4807,135,0
4808,138,0
4809,113,0
4810,132,0
4811,132,0
4812,136,0
4813,143,0
4814,146,0
4815,115,0
4816,129,0
4817,118,0
4818,145,0
4819,138,0
4820,147,0
4821,156,0
4822,131,0
4823,135,0
4824,129,0
4825,120,0
4826,136,0
4827,161,0
4828,123,0
4829,141,0
4830,120,0
4831,134,0
4832,117,0
4833,127,0
4834,121,0
4835,121,0
4836,144,0
4837,132,0
4838,143,0
4839,118,0
4840,135,0
4841,115,0
4842,25,41
4843,131,0
4844,135,0
4845,129,0
4846,134,0
4847,127,0
4848,4,49
4849,119,0
4850,121,0
4851,133,0
4852,164,0
4853,129,0
4854,135,0
4855,124,0
4856,125,0
4857,137,0
4858,123,0
4859,119,0
4860,126,0
4861,145,0
4862,123,0
4863,128,0
4864,131,0
4865,151,0
4866,129,0
4867,127,0
4868,127,0
4869,171,0
4870,157,0
4871,4,49
4872,114,0
4873,127,0
4874,162,0
4875,129,0
4876,130,0
4877,127,0
4878,53,23
4879,134,0
4880,62,29
4881,128,0
4882,4,49
4883,126,0
4884,132,0
4885,127,0
4886,129,0
4887,128,0
4888,161,0
4889,141,0
4890,125,0
4891,139,0
4892,122,0
4893,134,0
4894,142,0
4895,115,0
4896,71,22
4897,150,0
4898,143,0
4899,135,0
4900,58,28
4901,135,0
4902,141,0
4903,147,0
4904,120,0
4905,144,0
4906,134,0
4907,132,0
4908,124,0
4909,136,0
4910,156,0
4911,122,0
4912,130,0
4913,141,0
4914,124,0
4915,129,0
4916,135,0
4917,118,0
4918,135,0
4919,128,0
4920,136,0
4921,123,0
4922,141,0
4923,133,0
4924,157,0
4925,99,9
4926,125,0
4927,128,0
4928,124,0
4929,120,0
4930,122,0
4931,121,0
4932,129,0
4933,120,0
4934,138,0
4935,161,0
4936,130,0
4937,139,0
4938,134,0
4939,130,0
4940,127,0
4941,133,0
4942,125,0
4943,114,0
4944,129,0
4945,121,0
4946,64,22
4947,135,0
4948,128,0
4949,156,0
4950,127,0
4951,134,0
4952,143,0
4953,129,0
4954,124,0
4955,119,0
4956,123,0
4957,48,27
4958,134,0
4959,126,0
4960,124,0
4961,131,0
4962,129,0
4963,133,0
4964,133,0
4965,127,0
4966,145,0
4967,141,0
4968,143,0
4969,128,0
4970,146,0
4971,122,0
4972,150,0
4973,124,0
4974,134,0
4975,140,0
4976,118,0
4977,119,0
4978,139,0
4979,127,0
4980,113,0
4981,136,0
4982,26,39
4983,126,0
4984,150,0
4985,134,0
4986,139,0
4987,147,0
4988,132,0
4989,127,0
4990,136,0
4991,132,0
4992,131,0
4993,112,0
4994,133,0
4995,148,0
4996,119,0
4997,136,0
4998,130,0
4999,111,0
5000,132,0
